hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
"Resort Hotel",0,38,2015,July,29,17,1,2,2,1,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,1,"No Deposit",240,0,Transient,192,0,1,Check-Out,2015-07-20
"Resort Hotel",0,38,2015,July,31,26,2,5,2,2,0,HB,ESP,Direct,Direct,0,0,0,C,C,0,"No Deposit",250,0,Transient,180,0,0,Check-Out,2015-08-02
"Resort Hotel",0,38,2015,July,31,27,2,5,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",142,0,Transient,107,0,0,Check-Out,2015-08-03
"Resort Hotel",0,38,2015,November,45,6,0,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,57,0,1,Check-Out,2015-11-08
"Resort Hotel",0,38,2015,October,40,3,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,"No Deposit",250,0,Transient,93,1,0,Check-Out,2015-10-10
"Resort Hotel",0,39,2015,August,35,28,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,1,"No Deposit",240,0,Transient,121,0,2,Check-Out,2015-08-31
"Resort Hotel",0,39,2015,December,50,6,2,0,2,0,0,HB,ESP,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",175,0,Transient,64,0,0,Check-Out,2015-12-08
"Resort Hotel",0,39,2015,December,51,19,2,1,2,0,0,BB,KOR,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",240,0,Transient,46,0,1,Check-Out,2015-12-22
"Resort Hotel",0,39,2015,July,28,5,2,4,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,H,H,0,"No Deposit",240,0,Transient,163,0,0,Check-Out,2015-07-11
"Resort Hotel",0,39,2015,July,30,20,3,7,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",142,0,Transient,142,0,1,Check-Out,2015-07-30
"Resort Hotel",0,39,2015,July,30,20,3,7,2,1,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,1,"No Deposit",142,0,Transient,142,0,1,Check-Out,2015-07-30
"Resort Hotel",0,39,2015,July,30,24,0,2,2,0,0,BB,ESP,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",134,0,Transient,107,0,0,Check-Out,2015-07-26
"Resort Hotel",0,39,2015,July,30,25,0,1,2,0,0,BB,ESP,"Offline TA/TO",TA/TO,0,0,0,A,F,0,"No Deposit",134,0,Transient,107,0,0,Check-Out,2015-07-26
"Resort Hotel",0,39,2015,November,45,2,1,4,2,0,0,BB,IRL,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",156,0,Transient,25,0,1,Check-Out,2015-11-07
"Resort Hotel",0,39,2015,November,46,11,1,4,2,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,67,0,0,Check-Out,2015-11-16
"Resort Hotel",0,39,2015,November,47,20,0,2,2,0,0,BB,BRA,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,36,0,1,Check-Out,2015-11-22
"Resort Hotel",0,39,2015,October,40,3,2,2,2,0,0,HB,IRL,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",314,0,Contract,82,0,0,Check-Out,2015-10-07
"Resort Hotel",0,39,2015,October,42,11,1,0,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,2,"No Deposit",171,0,Transient,47,0,0,Check-Out,2015-10-12
"Resort Hotel",0,39,2015,October,43,23,0,2,2,0,0,HB,ESP,Direct,Direct,0,0,0,E,E,0,"No Deposit",250,0,Transient,96,0,0,Check-Out,2015-10-25
"Resort Hotel",0,39,2015,October,43,23,2,2,2,0,0,BB,IRL,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,58,0,0,Check-Out,2015-10-27
"Resort Hotel",0,39,2015,October,44,31,2,5,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",36,0,Transient,48,0,0,Check-Out,2015-11-07
"Resort Hotel",0,39,2015,September,39,26,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",241,0,Transient,80,0,1,Check-Out,2015-09-27
"Resort Hotel",0,40,2015,August,34,20,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,"No Deposit",250,0,Transient,177,1,1,Check-Out,2015-08-25
"Resort Hotel",0,40,2015,August,35,24,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient,100,0,0,Check-Out,2015-08-25
"Resort Hotel",0,40,2015,July,28,11,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",242,0,Transient,166,0,0,Check-Out,2015-07-18
"Resort Hotel",0,40,2015,July,29,12,2,0,2,0,0,BB,FRA,"Online TA",TA/TO,0,0,0,F,E,0,"No Deposit",241,0,Transient,91,0,0,Check-Out,2015-07-14
"Resort Hotel",0,40,2015,July,29,13,1,4,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,"No Deposit",250,0,Transient,120,0,2,Check-Out,2015-07-18
"Resort Hotel",0,40,2015,July,30,25,0,1,2,0,0,BB,ESP,"Offline TA/TO",TA/TO,0,0,0,A,F,0,"No Deposit",134,0,Transient,107,0,0,Check-Out,2015-07-26
"Resort Hotel",0,40,2015,July,31,27,1,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,121,0,0,Check-Out,2015-08-02
"Resort Hotel",0,40,2015,November,46,11,0,4,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,"No Deposit",185,0,Transient-Party,36,0,0,Check-Out,2015-11-15
"Resort Hotel",0,40,2015,November,48,24,0,3,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",242,0,Transient,41,1,2,Check-Out,2015-11-27
"Resort Hotel",0,40,2015,October,43,20,2,5,3,0,0,HB,GBR,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",115,0,Contract,113,0,1,Check-Out,2015-10-27
"Resort Hotel",0,40,2015,October,43,21,0,3,2,0,0,BB,IND,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,56,1,3,Check-Out,2015-10-24
"Resort Hotel",0,40,2015,September,37,6,2,0,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",250,0,Transient,128,0,1,Check-Out,2015-09-08
"Resort Hotel",0,41,2015,August,35,27,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,E,0,"No Deposit",240,0,Transient,154,1,2,Check-Out,2015-08-29
"Resort Hotel",0,41,2015,August,36,31,1,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,120,0,1,Check-Out,2015-09-03
"Resort Hotel",0,41,2015,July,28,10,4,7,2,0,1,BB,GBR,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",241,0,Transient,111,0,0,Check-Out,2015-07-21
"Resort Hotel",0,41,2015,July,29,13,3,6,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",147,0,Transient,83,0,2,Check-Out,2015-07-22
"Resort Hotel",0,41,2015,July,30,19,2,5,2,2,0,HB,ESP,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",241,0,Transient,131,0,1,Check-Out,2015-07-26
"Resort Hotel",0,41,2015,July,30,20,1,4,2,0,0,BB,ESP,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",175,0,Transient,104,0,0,Check-Out,2015-07-25
"Resort Hotel",0,41,2015,November,46,12,0,3,2,0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,1,"No Deposit",185,0,Transient-Party,52,0,0,Check-Out,2015-11-15
"Resort Hotel",0,41,2015,October,42,11,2,2,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,56,0,1,Check-Out,2015-10-15
"Resort Hotel",0,41,2015,October,43,18,2,5,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,E,0,"No Deposit",243,0,Contract,44,0,0,Check-Out,2015-10-25
"Resort Hotel",0,41,2015,September,40,27,2,2,2,0,0,BB,CN,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",242,0,Transient,122,1,1,Check-Out,2015-10-01
"Resort Hotel",0,41,2015,September,40,30,4,10,1,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",142,0,Contract,54,0,0,Check-Out,2015-10-14
"Resort Hotel",0,42,2015,July,29,13,1,2,2,0,0,BB,USA,"Online TA",TA/TO,0,0,0,D,E,0,"No Deposit",240,0,Transient,110,1,0,Check-Out,2015-07-16
"Resort Hotel",0,42,2015,July,30,20,2,5,2,0,0,FB,ESP,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",175,0,Transient,148,0,0,Check-Out,2015-07-27
"Resort Hotel",0,42,2015,July,31,31,0,0,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,I,0,"No Deposit",142,0,Contract,0,0,0,Check-Out,2015-07-31
"Resort Hotel",0,42,2015,November,46,13,0,0,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,I,0,"No Deposit",240,0,Transient-Party,0,0,2,Check-Out,2015-11-13
"Resort Hotel",0,42,2015,November,46,13,0,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,I,1,"No Deposit",240,0,Transient-Party,0,0,2,Check-Out,2015-11-13
"Resort Hotel",0,42,2015,October,44,27,0,4,2,0,0,BB,POL,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,77,1,2,Check-Out,2015-10-31
"Resort Hotel",0,42,2015,September,38,16,0,3,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,86,1,1,Check-Out,2015-09-19
"Resort Hotel",0,42,2015,September,38,16,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",250,0,Transient,74,0,0,Check-Out,2015-09-19
"Resort Hotel",0,43,2015,August,35,25,2,8,2,2,0,BB,ROU,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,0,Transient,207,0,0,Check-Out,2015-09-04
"Resort Hotel",0,43,2015,August,35,27,2,4,2,0,0,BB,ESP,"Offline TA/TO",TA/TO,0,0,0,D,E,0,"No Deposit",156,0,Contract,80,0,0,Check-Out,2015-09-02
"Resort Hotel",0,43,2015,July,29,17,2,5,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",142,0,Transient,92,0,0,Check-Out,2015-07-24
"Resort Hotel",0,43,2015,July,30,24,2,7,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,166,0,0,Check-Out,2015-08-02
"Resort Hotel",0,43,2015,July,30,25,2,4,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,"No Deposit",250,0,Transient,134,0,0,Check-Out,2015-07-31
"Resort Hotel",0,43,2015,October,41,6,0,4,2,0,0,BB,IRL,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,63,0,1,Check-Out,2015-10-10
"Resort Hotel",0,44,2015,August,32,5,0,4,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,148,1,0,Check-Out,2015-08-09
"Resort Hotel",0,44,2015,August,36,30,2,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,E,F,0,"No Deposit",250,0,Transient,136,0,2,Check-Out,2015-09-04
"Resort Hotel",0,44,2015,December,49,5,0,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,I,1,"No Deposit",134,0,Transient-Party,0,0,0,Check-Out,2015-12-05
"Resort Hotel",0,44,2015,December,51,17,0,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",6,0,Transient,29,1,0,Check-Out,2015-12-18
"Resort Hotel",0,44,2015,December,52,23,2,5,2,0,0,BB,FRA,"Offline TA/TO",TA/TO,0,0,0,A,D,0,"No Deposit",6,0,Transient,56,1,0,Check-Out,2015-12-30
"Resort Hotel",0,44,2015,December,52,23,2,5,2,0,0,HB,FRA,"Offline TA/TO",TA/TO,0,0,0,A,D,1,"No Deposit",6,0,Transient,73,0,0,Check-Out,2015-12-30
"Resort Hotel",0,44,2015,December,52,24,0,3,2,0,0,HB,ESP,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",196,0,Transient,58,0,1,Check-Out,2015-12-27
"Resort Hotel",0,44,2015,July,28,5,2,0,3,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,G,G,3,"No Deposit",240,0,Transient,225,2,0,Check-Out,2015-07-07
"Resort Hotel",0,44,2015,July,28,10,2,5,1,0,0,HB,RUS,"Offline TA/TO",TA/TO,0,0,0,E,E,2,"No Deposit",244,0,Transient,152,0,0,Check-Out,2015-07-17
"Resort Hotel",0,44,2015,July,28,11,2,3,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,121,0,0,Check-Out,2015-07-16
"Resort Hotel",0,44,2015,July,29,18,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,"No Deposit",250,0,Transient,145,0,0,Check-Out,2015-07-22
"Resort Hotel",0,44,2015,July,29,18,2,5,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,177,1,0,Check-Out,2015-07-25
"Resort Hotel",0,44,2015,July,30,22,0,4,2,1,0,HB,FRA,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",242,0,Transient,168,0,1,Check-Out,2015-07-26
"Resort Hotel",0,44,2015,November,47,21,0,1,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,E,3,"No Deposit",240,0,Transient,74,1,3,Check-Out,2015-11-22
"Resort Hotel",0,44,2015,November,47,21,0,1,2,0,1,HB,PRT,"Online TA",TA/TO,0,0,0,A,E,1,"No Deposit",240,0,Transient,74,1,3,Check-Out,2015-11-22
"Resort Hotel",0,44,2015,October,40,1,2,5,2,0,0,HB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",243,0,Contract,70,0,1,Check-Out,2015-10-08
"Resort Hotel",0,44,2015,September,38,16,0,2,2,0,0,BB,FRA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,74,0,2,Check-Out,2015-09-18
"Resort Hotel",0,44,2015,September,39,26,2,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,G,0,"No Deposit",250,0,Transient,116,0,1,Check-Out,2015-09-29
"Resort Hotel",0,45,2015,August,35,27,2,5,2,0,0,BB,IRL,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",156,0,Contract,76,0,0,Check-Out,2015-09-03
"Resort Hotel",0,45,2015,December,49,3,0,2,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,56,1,1,Check-Out,2015-12-05
"Resort Hotel",0,45,2015,December,49,5,2,1,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",38,0,Transient-Party,68,0,0,Check-Out,2015-12-08
"Resort Hotel",0,45,2015,December,49,5,2,1,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,F,4,"No Deposit",38,0,Transient-Party,68,0,0,Check-Out,2015-12-08
"Resort Hotel",0,45,2015,December,49,5,2,1,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",38,0,Transient-Party,68,0,0,Check-Out,2015-12-08
"Resort Hotel",0,45,2015,December,49,5,2,1,3,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,C,1,"No Deposit",38,0,Transient-Party,92,0,0,Check-Out,2015-12-08
"Resort Hotel",0,45,2015,December,51,18,2,2,2,0,0,BB,ITA,"Offline TA/TO",TA/TO,0,0,0,A,F,1,"No Deposit",8,0,Transient,47,1,1,Check-Out,2015-12-22
"Resort Hotel",0,45,2015,December,52,25,2,3,2,0,0,BB,ESP,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",196,0,Transient,30,0,0,Check-Out,2015-12-30
"Resort Hotel",0,45,2015,July,27,2,2,3,2,0,0,BB,IRL,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",8,0,Contract,80,0,0,Check-Out,2015-07-07
"Resort Hotel",0,45,2015,July,29,18,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,167,0,0,Check-Out,2015-07-25
"Resort Hotel",0,45,2015,July,31,26,2,5,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",142,0,Transient,107,0,0,Check-Out,2015-08-02
"Resort Hotel",0,45,2015,July,31,27,1,3,2,0,0,BB,ESP,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",196,0,Transient,107,1,2,Check-Out,2015-07-31
"Resort Hotel",0,45,2015,November,47,19,0,3,2,0,0,HB,FRA,"Online TA",TA/TO,0,0,0,E,E,1,"No Deposit",240,0,Transient,86,0,2,Check-Out,2015-11-22
"Resort Hotel",0,45,2015,October,40,1,2,5,2,0,0,BB,IRL,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,47,0,2,Check-Out,2015-10-08
"Resort Hotel",0,45,2015,October,40,1,2,5,2,0,0,BB,IRL,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,57,0,2,Check-Out,2015-10-08
"Resort Hotel",0,45,2015,October,40,1,2,5,2,0,0,HB,GBR,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",2,0,Contract,82,0,0,Check-Out,2015-10-08
"Resort Hotel",0,45,2015,October,44,30,1,2,2,0,0,BB,CN,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",96,0,Transient,54,0,1,Check-Out,2015-11-02
"Resort Hotel",0,46,2015,August,34,22,2,4,2,1,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,1,"No Deposit",261,0,Transient,192,1,1,Check-Out,2015-08-28
"Resort Hotel",0,46,2015,August,34,22,2,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",261,0,Transient,149,0,1,Check-Out,2015-08-29
"Resort Hotel",0,46,2015,August,34,22,2,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",261,0,Transient,160,1,2,Check-Out,2015-08-29
"Resort Hotel",0,46,2015,August,34,22,2,5,2,1,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",261,0,Transient,186,0,3,Check-Out,2015-08-29
"Resort Hotel",0,46,2015,July,30,20,1,3,2,0,0,BB,NOR,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",241,0,Transient,112,0,0,Check-Out,2015-07-24
"Resort Hotel",0,46,2015,July,31,31,0,0,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,I,0,"No Deposit",240,0,Transient,0,1,0,Check-Out,2015-07-31
"Resort Hotel",0,46,2015,November,47,17,0,4,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,1,"No Deposit",115,0,Transient,28,0,0,Check-Out,2015-11-21
"Resort Hotel",0,46,2015,October,40,2,2,5,2,0,0,BB,NLD,"Offline TA/TO",TA/TO,0,0,0,D,D,1,"No Deposit",71,0,Transient,55,0,0,Check-Out,2015-10-09
"Resort Hotel",0,46,2015,October,40,3,2,5,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",36,0,Transient,45,1,0,Check-Out,2015-10-10
"Resort Hotel",0,46,2015,September,38,16,0,1,2,0,0,BB,CHE,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",251,0,Transient,62,0,0,Check-Out,2015-09-17
"Resort Hotel",0,47,2015,August,33,12,0,3,2,0,0,HB,FRA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",241,0,Transient,157,0,2,Check-Out,2015-08-15
"Resort Hotel",0,47,2015,August,33,13,0,3,2,1,1,HB,RUS,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",242,0,Transient,255,0,2,Check-Out,2015-08-16
"Resort Hotel",0,47,2015,August,35,29,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,146,1,2,Check-Out,2015-08-31
"Resort Hotel",0,47,2015,August,35,29,2,1,1,0,0,BB,BRA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",241,0,Transient,103,0,1,Check-Out,2015-09-01
"Resort Hotel",0,47,2015,August,35,29,2,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,C,0,"No Deposit",241,0,Transient,103,0,1,Check-Out,2015-09-01
"Resort Hotel",0,47,2015,July,29,13,2,5,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,0,Transient,176,0,0,Check-Out,2015-07-20
"Resort Hotel",0,47,2015,July,30,19,2,4,2,1,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",241,0,Transient,129,0,1,Check-Out,2015-07-25
"Resort Hotel",0,47,2015,July,30,25,2,1,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,E,0,"No Deposit",261,0,Transient,133,0,0,Check-Out,2015-07-28
"Resort Hotel",0,47,2015,July,31,26,2,1,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,104,0,0,Check-Out,2015-07-29
"Resort Hotel",0,47,2015,October,43,18,2,5,2,1,0,BB,GBR,"Online TA",TA/TO,0,0,0,E,E,1,"No Deposit",241,0,Transient,68,0,1,Check-Out,2015-10-25
"Resort Hotel",0,47,2015,October,43,22,2,5,2,0,0,HB,GBR,"Offline TA/TO",TA/TO,0,0,0,F,F,0,"No Deposit",177,0,Transient,81,0,0,Check-Out,2015-10-29
"Resort Hotel",0,47,2015,September,36,5,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,"No Deposit",250,0,Transient,98,0,1,Check-Out,2015-09-12
"Resort Hotel",0,47,2015,September,37,6,2,4,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",8,0,Contract,80,0,0,Check-Out,2015-09-12
"Resort Hotel",0,47,2015,September,39,26,2,3,2,0,0,BB,NLD,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",242,0,Transient,83,0,1,Check-Out,2015-10-01
"Resort Hotel",0,47,2015,September,40,27,2,5,2,0,0,HB,IRL,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",142,0,Contract,91,0,0,Check-Out,2015-10-04
"Resort Hotel",0,48,2015,December,49,3,2,5,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",115,0,Transient,33,0,0,Check-Out,2015-12-10
"Resort Hotel",0,48,2015,December,52,20,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,48,0,0,Check-Out,2015-12-24
"Resort Hotel",0,48,2015,December,52,23,1,4,2,0,0,BB,BRA,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,75,0,2,Check-Out,2015-12-28
"Resort Hotel",0,48,2015,July,27,1,2,5,2,0,0,BB,IRL,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",8,0,Contract,80,0,0,Check-Out,2015-07-08
"Resort Hotel",0,48,2015,July,29,12,2,5,2,0,0,BB,BRA,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",243,0,Transient,123,0,1,Check-Out,2015-07-19
"Resort Hotel",0,48,2015,July,29,12,2,5,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",243,0,Transient,123,0,1,Check-Out,2015-07-19
"Resort Hotel",0,48,2015,July,29,17,0,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,F,0,"No Deposit",196,0,Transient,123,0,0,Check-Out,2015-07-19
"Resort Hotel",0,48,2015,July,31,26,2,1,2,0,0,BB,CN,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient-Party,115,0,3,Check-Out,2015-07-29
"Resort Hotel",0,48,2015,July,31,27,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,F,0,"No Deposit",240,0,Transient,145,1,0,Check-Out,2015-07-30
"Resort Hotel",0,48,2015,July,31,27,1,3,2,1,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,C,1,"No Deposit",240,0,Transient,130,0,0,Check-Out,2015-07-31
"Resort Hotel",0,48,2015,October,40,1,2,3,2,0,0,HB,BEL,"Online TA",TA/TO,0,0,0,A,C,1,"No Deposit",240,0,Transient,86,0,1,Check-Out,2015-10-06
"Resort Hotel",0,48,2015,October,43,21,2,5,2,0,0,HB,FRA,"Online TA",TA/TO,0,0,0,A,D,1,"No Deposit",240,0,Transient,86,0,3,Check-Out,2015-10-28
"Resort Hotel",0,48,2015,September,36,1,0,3,2,0,0,HB,ESP,Direct,Direct,0,0,0,A,C,0,"No Deposit",250,0,Transient,135,0,1,Check-Out,2015-09-04
"Resort Hotel",0,48,2015,September,36,1,0,3,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,151,0,0,Check-Out,2015-09-04
"Resort Hotel",0,48,2015,September,36,1,0,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,A,B,2,"No Deposit",250,0,Transient,158,0,0,Check-Out,2015-09-05
"Resort Hotel",0,48,2015,September,37,9,0,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,0,Transient,131,0,2,Check-Out,2015-09-11
"Resort Hotel",0,48,2015,September,38,18,1,2,2,0,0,BB,CHE,Direct,Direct,0,0,0,F,G,1,"No Deposit",250,0,Transient,113,1,0,Check-Out,2015-09-21
"Resort Hotel",0,48,2015,September,40,30,2,5,2,0,0,BB,IRL,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",171,0,Transient,53,0,0,Check-Out,2015-10-07
"Resort Hotel",0,48,2015,September,40,30,2,5,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",171,0,Transient,53,0,0,Check-Out,2015-10-07
"Resort Hotel",0,49,2015,August,33,11,2,8,2,1,0,FB,PRT,"Offline TA/TO",TA/TO,0,0,0,E,E,1,"No Deposit",5,0,Transient,201,1,2,Check-Out,2015-08-21
"Resort Hotel",0,49,2015,August,35,27,1,3,2,0,0,BB,ESP,"Offline TA/TO",TA/TO,0,0,0,A,B,0,"No Deposit",134,0,Transient,107,0,0,Check-Out,2015-08-31
